crev_maps,temp_maps,temp_model,viscosity,strain_experiments,correlation,error
Riley,JJA,MAR,all,Exp8,Gaussian,0.011423
Riley,JJA,MAR,all,Exp9,Gaussian,0.008242
Riley,JJA,MAR,all,Exp0,Exponential,0.008940
Riley,JJA,MAR,all,Exp1,Exponential,0.008041
Riley,JJA,MAR,all,Exp2,Exponential,0.014812
Riley,JJA,MAR,all,Exp3,Exponential,0.010495
Riley,JJA,MAR,all,Exp4,Exponential,0.009675
Riley,JJA,MAR,all,Exp5,Exponential,0.009386
Riley,JJA,MAR,all,Exp6,Exponential,0.007949
Riley,JJA,MAR,all,Exp7,Exponential,0.009162
Riley,JJA,MAR,all,Exp8,Exponential,0.007930
Riley,JJA,MAR,all,Exp9,Exponential,0.007989
Riley,JJA,CARRA,all,Exp0,Gaussian,0.037892
Riley,JJA,CARRA,all,Exp1,Gaussian,0.038084
Riley,JJA,CARRA,all,Exp2,Gaussian,0.038118
Riley,JJA,CARRA,all,Exp3,Gaussian,0.038080
Riley,JJA,CARRA,all,Exp4,Gaussian,0.047332
Riley,JJA,CARRA,all,Exp5,Gaussian,0.045209
Riley,JJA,CARRA,all,Exp6,Gaussian,0.038330
Riley,JJA,CARRA,all,Exp7,Gaussian,0.037821
Riley,JJA,CARRA,all,Exp8,Gaussian,0.037662
Riley,JJA,CARRA,all,Exp9,Gaussian,0.037698
Riley,JJA,CARRA,all,Exp0,Exponential,0.044552
Riley,JJA,CARRA,all,Exp1,Exponential,0.038428
Riley,JJA,CARRA,all,Exp2,Exponential,0.039203
Riley,JJA,CARRA,all,Exp3,Exponential,0.048081
Riley,JJA,CARRA,all,Exp4,Exponential,0.037932
Riley,JJA,CARRA,all,Exp5,Exponential,0.040233
Riley,JJA,CARRA,all,Exp6,Exponential,0.037840
Riley,JJA,CARRA,all,Exp7,Exponential,0.038058
Riley,JJA,CARRA,all,Exp8,Exponential,0.039092
Riley,JJA,CARRA,all,Exp9,Exponential,0.038023
IE,Annual,RACMO,all,Exp0,Gaussian,0.021079
IE,Annual,RACMO,all,Exp1,Gaussian,0.023681
IE,Annual,RACMO,all,Exp2,Gaussian,0.020785
IE,Annual,RACMO,all,Exp3,Gaussian,0.020007
IE,Annual,RACMO,all,Exp4,Gaussian,0.019973
IE,Annual,RACMO,all,Exp5,Gaussian,0.022582
IE,Annual,RACMO,all,Exp6,Gaussian,0.021992
IE,Annual,RACMO,all,Exp7,Gaussian,0.020967
IE,Annual,RACMO,all,Exp8,Gaussian,0.020165
IE,Annual,RACMO,all,Exp9,Gaussian,0.020672
IE,Annual,RACMO,all,Exp0,Exponential,0.019692
IE,Annual,RACMO,all,Exp1,Exponential,0.019444
IE,Annual,RACMO,all,Exp2,Exponential,0.020544
IE,Annual,RACMO,all,Exp3,Exponential,0.020193
IE,Annual,RACMO,all,Exp4,Exponential,0.019817
IE,Annual,RACMO,all,Exp5,Exponential,0.020572
IE,Annual,RACMO,all,Exp6,Exponential,0.020861
IE,Annual,RACMO,all,Exp7,Exponential,0.026840
IE,Annual,RACMO,all,Exp8,Exponential,0.019886
IE,Annual,RACMO,all,Exp9,Exponential,0.020285
IE,Annual,MAR,all,Exp0,Gaussian,0.018606
IE,Annual,MAR,all,Exp1,Gaussian,0.019405
IE,Annual,MAR,all,Exp2,Gaussian,0.018841
IE,Annual,MAR,all,Exp3,Gaussian,0.019843
IE,Annual,MAR,all,Exp4,Gaussian,0.018765
IE,Annual,MAR,all,Exp5,Gaussian,0.019313
IE,Annual,MAR,all,Exp6,Gaussian,0.019716
IE,Annual,MAR,all,Exp7,Gaussian,0.019309
IE,Annual,MAR,all,Exp8,Gaussian,0.019393
IE,Annual,MAR,all,Exp9,Gaussian,0.020291
IE,Annual,MAR,all,Exp0,Exponential,0.019376
IE,Annual,MAR,all,Exp1,Exponential,0.018542
IE,Annual,MAR,all,Exp2,Exponential,0.018918
IE,Annual,MAR,all,Exp3,Exponential,0.037705
IE,Annual,MAR,all,Exp4,Exponential,0.018527
IE,Annual,MAR,all,Exp5,Exponential,0.019242
IE,Annual,MAR,all,Exp6,Exponential,0.020857
IE,Annual,MAR,all,Exp7,Exponential,0.019406
IE,Annual,MAR,all,Exp8,Exponential,0.019320
IE,Annual,MAR,all,Exp9,Exponential,0.019252
IE,Annual,CARRA,all,Exp0,Gaussian,0.019865
IE,Annual,CARRA,all,Exp1,Gaussian,0.017450
IE,Annual,CARRA,all,Exp2,Gaussian,0.023305
IE,Annual,CARRA,all,Exp3,Gaussian,0.018391
IE,Annual,CARRA,all,Exp4,Gaussian,0.017088
IE,Annual,CARRA,all,Exp5,Gaussian,0.018330
IE,Annual,CARRA,all,Exp6,Gaussian,0.016390
IE,Annual,CARRA,all,Exp7,Gaussian,0.016725
IE,Annual,CARRA,all,Exp8,Gaussian,0.016171
IE,Annual,CARRA,all,Exp9,Gaussian,0.028484
IE,Annual,CARRA,all,Exp0,Exponential,0.019684
IE,Annual,CARRA,all,Exp1,Exponential,0.018148
IE,Annual,CARRA,all,Exp2,Exponential,0.016689
IE,Annual,CARRA,all,Exp3,Exponential,0.019622
IE,Annual,CARRA,all,Exp4,Exponential,0.022977
IE,Annual,CARRA,all,Exp5,Exponential,0.017393
IE,Annual,CARRA,all,Exp6,Exponential,0.016410
IE,Annual,CARRA,all,Exp7,Exponential,0.016673
IE,Annual,CARRA,all,Exp8,Exponential,0.020841
IE,Annual,CARRA,all,Exp9,Exponential,0.017009
IE,DJF,RACMO,all,Exp0,Gaussian,0.023212
IE,DJF,RACMO,all,Exp1,Gaussian,0.024520
IE,DJF,RACMO,all,Exp2,Gaussian,0.022943
IE,DJF,RACMO,all,Exp3,Gaussian,0.022421
IE,DJF,RACMO,all,Exp4,Gaussian,0.024210
IE,DJF,RACMO,all,Exp5,Gaussian,0.022402
IE,DJF,RACMO,all,Exp6,Gaussian,0.022577
IE,DJF,RACMO,all,Exp7,Gaussian,0.023399
IE,DJF,RACMO,all,Exp8,Gaussian,0.023822
IE,DJF,RACMO,all,Exp9,Gaussian,0.023008
IE,DJF,RACMO,all,Exp0,Exponential,0.021514
IE,DJF,RACMO,all,Exp1,Exponential,0.021986
IE,DJF,RACMO,all,Exp2,Exponential,0.022896
IE,DJF,RACMO,all,Exp3,Exponential,0.024511
IE,DJF,RACMO,all,Exp4,Exponential,0.023866
IE,DJF,RACMO,all,Exp5,Exponential,0.024398
IE,DJF,RACMO,all,Exp6,Exponential,0.022957
IE,DJF,RACMO,all,Exp7,Exponential,0.022930
IE,DJF,RACMO,all,Exp8,Exponential,0.022405
IE,DJF,RACMO,all,Exp9,Exponential,0.027478
IE,DJF,MAR,all,Exp0,Gaussian,0.026799
IE,DJF,MAR,all,Exp1,Gaussian,0.032020
IE,DJF,MAR,all,Exp2,Gaussian,0.024742
IE,DJF,MAR,all,Exp3,Gaussian,0.027040
IE,DJF,MAR,all,Exp4,Gaussian,0.024906
IE,DJF,MAR,all,Exp5,Gaussian,0.024924
IE,DJF,MAR,all,Exp6,Gaussian,0.031151
IE,DJF,MAR,all,Exp7,Gaussian,0.025438
IE,DJF,MAR,all,Exp8,Gaussian,0.025054
IE,DJF,MAR,all,Exp9,Gaussian,0.024939
IE,DJF,MAR,all,Exp0,Exponential,0.024775
IE,DJF,MAR,all,Exp1,Exponential,0.025200
IE,DJF,MAR,all,Exp2,Exponential,0.025089
IE,DJF,MAR,all,Exp3,Exponential,0.028098
IE,DJF,MAR,all,Exp4,Exponential,0.026628
IE,DJF,MAR,all,Exp5,Exponential,0.026888
IE,DJF,MAR,all,Exp6,Exponential,0.026023
IE,DJF,MAR,all,Exp7,Exponential,0.026615
IE,DJF,MAR,all,Exp8,Exponential,0.025123
IE,DJF,MAR,all,Exp9,Exponential,0.025013
IE,DJF,CARRA,all,Exp0,Gaussian,0.025447
IE,DJF,CARRA,all,Exp1,Gaussian,0.024410
IE,DJF,CARRA,all,Exp2,Gaussian,0.025768
IE,DJF,CARRA,all,Exp3,Gaussian,0.023656
IE,DJF,CARRA,all,Exp4,Gaussian,0.025847
IE,DJF,CARRA,all,Exp5,Gaussian,0.027097
IE,DJF,CARRA,all,Exp6,Gaussian,0.027761
IE,DJF,CARRA,all,Exp7,Gaussian,0.028063
IE,DJF,CARRA,all,Exp8,Gaussian,0.022826
IE,DJF,CARRA,all,Exp9,Gaussian,0.028757
IE,DJF,CARRA,all,Exp0,Exponential,0.023779
IE,DJF,CARRA,all,Exp1,Exponential,0.023879
IE,DJF,CARRA,all,Exp2,Exponential,0.023823
IE,DJF,CARRA,all,Exp3,Exponential,0.027280
IE,DJF,CARRA,all,Exp4,Exponential,0.023917
IE,DJF,CARRA,all,Exp5,Exponential,0.023921
IE,DJF,CARRA,all,Exp6,Exponential,0.023454
IE,DJF,CARRA,all,Exp7,Exponential,0.026065
IE,DJF,CARRA,all,Exp8,Exponential,0.026153
IE,DJF,CARRA,all,Exp9,Exponential,0.026076
IE,JJA,RACMO,all,Exp0,Gaussian,0.012577
IE,JJA,RACMO,all,Exp1,Gaussian,0.011491
IE,JJA,RACMO,all,Exp2,Gaussian,0.033184
IE,JJA,RACMO,all,Exp3,Gaussian,0.020761
IE,JJA,RACMO,all,Exp4,Gaussian,0.011737
IE,JJA,RACMO,all,Exp5,Gaussian,0.014385
IE,JJA,RACMO,all,Exp6,Gaussian,0.011967
IE,JJA,RACMO,all,Exp7,Gaussian,0.011799
IE,JJA,RACMO,all,Exp8,Gaussian,0.018706
IE,JJA,RACMO,all,Exp9,Gaussian,0.011511
IE,JJA,RACMO,all,Exp0,Exponential,0.016394
IE,JJA,RACMO,all,Exp1,Exponential,0.010844
IE,JJA,RACMO,all,Exp2,Exponential,0.011216
IE,JJA,RACMO,all,Exp3,Exponential,0.011968
IE,JJA,RACMO,all,Exp4,Exponential,0.011557
IE,JJA,RACMO,all,Exp5,Exponential,0.011317
IE,JJA,RACMO,all,Exp6,Exponential,0.011059
IE,JJA,RACMO,all,Exp7,Exponential,0.015059
IE,JJA,RACMO,all,Exp8,Exponential,0.011187
IE,JJA,RACMO,all,Exp9,Exponential,0.011021
IE,JJA,MAR,all,Exp0,Gaussian,0.008574
IE,JJA,MAR,all,Exp1,Gaussian,0.007788
IE,JJA,MAR,all,Exp2,Gaussian,0.009246
IE,JJA,MAR,all,Exp3,Gaussian,0.007796
IE,JJA,MAR,all,Exp4,Gaussian,0.008847
IE,JJA,MAR,all,Exp5,Gaussian,0.007235
IE,JJA,MAR,all,Exp6,Gaussian,0.007392
IE,JJA,MAR,all,Exp7,Gaussian,0.009590
IE,JJA,MAR,all,Exp8,Gaussian,0.019856
IE,JJA,MAR,all,Exp9,Gaussian,0.014784
IE,JJA,MAR,all,Exp0,Exponential,0.008164
IE,JJA,MAR,all,Exp1,Exponential,0.007710
IE,JJA,MAR,all,Exp2,Exponential,0.010876
IE,JJA,MAR,all,Exp3,Exponential,0.007959
IE,JJA,MAR,all,Exp4,Exponential,0.007339
IE,JJA,MAR,all,Exp5,Exponential,0.007599
IE,JJA,MAR,all,Exp6,Exponential,0.010556
IE,JJA,MAR,all,Exp7,Exponential,0.020842
IE,JJA,MAR,all,Exp8,Exponential,0.019827
IE,JJA,MAR,all,Exp9,Exponential,0.010795
IE,JJA,CARRA,all,Exp0,Gaussian,0.040455
IE,JJA,CARRA,all,Exp1,Gaussian,0.039823
IE,JJA,CARRA,all,Exp2,Gaussian,0.039798
IE,JJA,CARRA,all,Exp3,Gaussian,0.045415
IE,JJA,CARRA,all,Exp4,Gaussian,0.040072
IE,JJA,CARRA,all,Exp5,Gaussian,0.053957
IE,JJA,CARRA,all,Exp6,Gaussian,0.039538
IE,JJA,CARRA,all,Exp7,Gaussian,0.039732
IE,JJA,CARRA,all,Exp8,Gaussian,0.040279
IE,JJA,CARRA,all,Exp9,Gaussian,0.039972
IE,JJA,CARRA,all,Exp0,Exponential,0.048693
IE,JJA,CARRA,all,Exp1,Exponential,0.039649
IE,JJA,CARRA,all,Exp2,Exponential,0.040417
IE,JJA,CARRA,all,Exp3,Exponential,0.040140
IE,JJA,CARRA,all,Exp4,Exponential,0.040826
IE,JJA,CARRA,all,Exp5,Exponential,0.042829
IE,JJA,CARRA,all,Exp6,Exponential,0.040450
IE,JJA,CARRA,all,Exp7,Exponential,0.039852
IE,JJA,CARRA,all,Exp8,Exponential,0.040053
IE,JJA,CARRA,all,Exp9,Exponential,0.050936
Riley,Annual,RACMO,0,all,all,0.180916
Riley,Annual,RACMO,1,all,all,0.181020
Riley,Annual,MAR,0,all,all,0.184894
Riley,Annual,MAR,1,all,all,0.190164
Riley,Annual,CARRA,0,all,all,0.181912
Riley,Annual,CARRA,1,all,all,0.184208
Riley,DJF,RACMO,0,all,all,0.179548
Riley,DJF,RACMO,1,all,all,0.173189
Riley,DJF,MAR,0,all,all,0.185396
Riley,DJF,MAR,1,all,all,0.186645
Riley,DJF,CARRA,0,all,all,0.187015
Riley,DJF,CARRA,1,all,all,0.192630
Riley,JJA,RACMO,0,all,all,0.182890
Riley,JJA,RACMO,1,all,all,0.179339
Riley,JJA,MAR,0,all,all,0.175904
Riley,JJA,MAR,1,all,all,0.175851
Riley,JJA,CARRA,0,all,all,0.169090
Riley,JJA,CARRA,1,all,all,0.158874
IE,Annual,RACMO,0,all,all,0.193485
IE,Annual,RACMO,1,all,all,0.193598
IE,Annual,MAR,0,all,all,0.198227
IE,Annual,MAR,1,all,all,0.200695
IE,Annual,CARRA,0,all,all,0.201436
IE,Annual,CARRA,1,all,all,0.199034
IE,DJF,RACMO,0,all,all,0.184498
IE,DJF,RACMO,1,all,all,0.182741
IE,DJF,MAR,0,all,all,0.193795
IE,DJF,MAR,1,all,all,0.194106
IE,DJF,CARRA,0,all,all,0.200774
IE,DJF,CARRA,1,all,all,0.204738
IE,JJA,RACMO,0,all,all,0.194174
IE,JJA,RACMO,1,all,all,0.189890
IE,JJA,MAR,0,all,all,0.190708
IE,JJA,MAR,1,all,all,0.190235
IE,JJA,CARRA,0,all,all,0.185488
IE,JJA,CARRA,1,all,all,0.173194
